"mmsi","timestamp","lat","lon"
"564654000","2023-03-04 18:38:59+00","1.25297","103.80298"
"538008064","2023-03-20 16:49:08+00","9.33867","-79.9185"
"563078430","2023-03-10 00:01:43+00","1.22445","103.70683"
"564654000","2023-03-22 04:16:21+00","1.2573","103.84177"
"564654000","2023-03-21 03:09:58+00","1.25643","103.85432"
"563078430","2023-03-18 12:52:26+00","1.29475","103.99596"
"563078430","2023-03-04 23:32:51+00","1.29837","104.01179"
"352656000","2024-01-05 10:35:57+00","8.823833333333333","-79.55463833333333"
"563014650","2023-03-06 02:30:00+00","1.2880321252066287","103.76430079369467"
"564654000","2023-03-18 07:35:35+00","1.23525","103.90627"
"564654000","2023-03-16 13:30:00+00","1.2319597007043102","103.85839334654054"
"529123000","2023-03-07 17:12:49+00","29.64267","48.86167"
"564654000","2023-03-19 19:00:45+00","1.23908","103.84126"
"565761000","2023-03-16 16:30:00+00","1.1914639971157495","103.73024966328782"
"564654000","2023-03-17 03:15:52+00","1.23363","103.8322"
"564654000","2023-03-09 11:47:05+00","1.25648","103.95703"
"518998309","2023-03-19 17:52:53+00","29.07217","48.2055"
"563014650","2023-03-16 01:06:53+00","1.28367","103.99172"
"564654000","2023-03-06 23:39:52+00","1.21187","103.79955"
"564654000","2023-03-22 08:40:27+00","1.24478","103.85872"
"563014650","2023-03-05 23:17:05+00","1.27193","103.75539"
"563078430","2023-03-09 07:41:38+00","1.26429","103.74483"
"563014650","2023-03-09 20:12:24+00","1.30342","104.07375"
"564654000","2023-03-11 12:36:09+00","1.26258","103.8269"
"564654000","2023-03-11 00:56:39+00","1.25842","103.9611"
"565761000","2023-03-09 23:30:00+00","1.286995637995198","103.9356081054921"
"563014650","2023-03-05 20:10:14+00","1.29323","103.94483"
"564654000","2023-03-04 20:59:57+00","1.23238","103.8643"
"564780000","2023-03-19 21:30:00+00","1.2986300000104531","103.97561772325251"
"563078430","2023-03-04 23:23:30+00","1.29275","104.02962"
"564654000","2023-03-19 19:30:22+00","1.21269","103.80146"
"563014650","2023-03-14 01:30:00+00","1.300642326547477","103.95213750996204"
"564780000","2023-03-07 09:43:40+00","1.24597","103.78142"
"352656000","2023-03-16 04:40:31+00","8.81521","-79.55548"
"564654000","2023-03-08 10:45:13+00","1.23323","103.88217"
"563078430","2023-03-17 02:14:32+00","1.19242","103.74885"
"538008084","2023-03-17 15:30:00+00","43.559630000000055","10.294038573392436"
"564780000","2023-03-10 12:31:20+00","1.26453","103.89939"
"529123000","2023-03-04 23:30:00+00","27.397950673521468","51.5653078859236"
"564654000","2023-03-10 11:52:59+00","1.25372","103.84772"
"564654000","2023-03-08 00:33:05+00","1.24407","103.8483"
"564654000","2023-03-23 02:04:25+00","1.20843","103.87693"
"875832716","2023-03-22 17:30:00+00","44.073871339091305","9.265837369729493"
"564654000","2023-03-08 21:02:41+00","1.29152","103.76077"
"565761000","2023-03-07 08:04:23+00","1.26518","103.88623"
"518998309","2023-03-18 22:28:53+00","30.42383","49.11333"
"518998309","2023-03-16 09:32:49+00","29.50048","49.72935"
"564654000","2023-03-14 10:09:59+00","1.2266","103.91128"
"564654000","2023-03-06 23:29:33+00","1.22958","103.79689"
"564654000","2023-03-21 10:42:55+00","1.25482","103.92642"
"564654000","2023-03-18 23:52:40+00","1.24877","103.88165"
"563014650","2023-03-11 03:30:00+00","1.298956279885773","103.9502132578527"
"563014650","2023-03-11 11:45:05+00","1.18961","103.79777"
"563014650","2023-03-17 06:07:44+00","1.27346","103.92905"
"563014650","2023-03-22 09:30:00+00","1.295578108333357","103.93717177729532"
"564780000","2023-03-20 11:30:00+00","1.3012260546233863","103.9487631609765"
"563014650","2023-03-20 05:30:00+00","1.3000360112252163","103.95651268711809"
"564654000","2023-03-12 08:04:01+00","1.23172","103.90023"
"563014650","2023-03-16 12:11:36+00","1.18269","103.78508"
"518998309","2023-03-21 01:32:29+00","28.908","48.79434"
"518998309","2023-03-21 18:30:00+00","29.683330000000005","48.80817"
"564654000","2023-03-20 20:59:42+00","1.20613","103.79955"
"564654000","2023-03-19 19:35:33+00","1.20978","103.80098"
"564654000","2023-03-10 22:21:52+00","1.2585","103.94958"
"565761000","2023-03-06 07:47:04+00","1.21657","103.79981"
"564654000","2023-03-09 06:40:21+00","1.26023","103.87843"
"538008084","2023-03-18 14:30:00+00","43.55963756495737","10.294043782477855"
"565761000","2023-03-20 17:48:44+00","1.22334","103.72251"
"565761000","2023-03-19 19:37:22+00","1.27978","103.91741"
"563078430","2023-03-21 04:20:22+00","1.27152","103.88061"
"565761000","2023-03-18 01:57:11+00","1.27832","103.74237"
"564654000","2023-03-07 21:23:52+00","1.22539","103.89694"
"564654000","2023-03-13 04:27:40+00","1.2901","103.92542"
"518998309","2023-03-17 21:31:22+00","29.75482","49.35876"
"352656000","2023-03-20 02:30:00+00","8.817849844928997","-79.56324045433523"
"563078430","2023-03-07 20:57:36+00","1.22801","103.57384"
"352656000","2023-03-23 03:31:33+00","8.81811","-79.56633"
"529123000","2023-03-08 11:14:25+00","27.6263","51.12536"
"564654000","2023-03-07 01:30:00+00","1.2914137289920036","103.76036355540246"
"564654000","2023-03-16 22:14:43+00","1.25039","103.84986"
"564654000","2023-03-15 19:54:02+00","1.23862","103.75162"
"565761000","2023-03-19 21:30:00+00","1.2480792960062685","103.86645"
"564780000","2023-03-09 04:30:00+00","1.300400508474611","103.95157008474553"
"563014650","2023-03-13 04:47:02+00","1.29502","103.9759"
"518998309","2023-03-16 11:30:00+00","29.725180419718413","49.42656540185576"
"564654000","2023-03-22 07:30:46+00","1.24103","103.86555"
"518998309","2023-03-19 16:47:47+00","29.01034","48.39233"
"564654000","2023-03-09 21:01:36+00","1.28807","103.93987"
"565761000","2023-03-12 03:42:21+00","1.28378","103.72832"
"538008084","2023-03-16 16:32:39+00","43.453","10.24994"
"564780000","2023-03-10 23:58:30+00","1.27754","103.61029"
"563014650","2023-03-11 06:47:35+00","1.28088","103.93163"
"232006548","2023-03-15 03:30:00+00","44.021077486409105","8.953752578791768"
"529123000","2023-03-14 11:28:18+00","26.37917","54.22817"
"564654000","2023-03-10 16:18:33+00","1.25712","103.84108"
"563014650","2023-03-10 01:21:25+00","1.28656","103.9619"
"564654000","2023-03-10 15:02:43+00","1.25842","103.8444"
"564654000","2023-03-13 04:17:41+00","1.2692","103.93875"
"563078430","2023-03-14 05:08:36+00","1.224","103.70438"
"563014650","2023-03-21 07:19:57+00","1.19889","103.74677"
"565761000","2023-03-07 08:06:43+00","1.26644","103.88684"
"564654000","2023-03-20 17:05:20+00","1.25599","103.85786"
"563014650","2023-03-22 06:38:26+00","1.2964","103.94497"
"564654000","2023-03-19 05:25:39+00","1.23262","103.80535"
"564654000","2023-03-08 05:01:12+00","1.25722","103.84133"
"564654000","2023-03-13 19:19:19+00","1.24557","103.7926"
"563078430","2023-03-17 10:30:00+00","1.2913345445729432","104.07346454543344"
"564654000","2023-03-18 07:22:23+00","1.24548","103.9153"
"518998309","2023-03-15 02:18:48+00","26.30621","55.06558"
"564654000","2023-03-12 18:22:37+00","1.26788","103.76132"
"564654000","2023-03-08 22:16:32+00","1.20407","103.8032"
"565761000","2023-03-10 00:44:38+00","1.2487","103.89036"
"564654000","2023-03-17 02:30:22+00","1.19902","103.8012"
"538008084","2023-03-20 18:17:16+00","42.8747","9.62999"
"564654000","2023-03-05 14:33:52+00","1.21263","103.79355"
"898998797","2023-03-17 03:30:00+00","-32.14502080948865","-52.10212770237137"
"563078430","2023-03-12 12:24:50+00","1.2803","103.93183"
"564654000","2023-03-13 10:15:48+00","1.2667","103.88903"
"563014650","2023-03-23 07:30:00+00","1.296005688593986","103.93641489800738"
"564654000","2023-03-09 07:40:34+00","1.23143","103.8924"
"564654000","2023-03-13 03:55:28+00","1.28568","103.93707"
"564654000","2023-03-09 15:11:12+00","1.25448","103.94298"
"565761000","2023-03-16 07:19:54+00","1.19184","103.75512"
"563014650","2023-03-11 21:27:16+00","1.15768","103.74677"
"563014650","2023-03-11 06:13:34+00","1.2988","103.94979"
"352656000","2023-03-12 21:30:00+00","8.840644383387081","-79.5683779508492"
"564654000","2023-03-17 02:02:45+00","1.26833","103.87864"
"565761000","2023-03-16 13:18:06+00","1.175","103.75262"
"564654000","2023-03-11 05:03:37+00","1.25928","103.90342"
"564654000","2023-03-07 15:19:17+00","1.25388","103.92387"
"518998309","2023-03-18 22:29:53+00","30.42267","49.1105"
"564654000","2023-03-13 15:44:57+00","1.19741","103.82045"
"564780000","2023-03-16 16:30:00+00","1.3016169840310103","103.95046755893158"
"563078430","2023-03-17 12:30:00+00","1.2912949259681459","104.07463779172507"
"563078430","2023-03-05 12:03:59+00","1.29343","103.95339"
"518998309","2023-03-22 21:53:28+00","29.6715","48.83433"
"563078430","2023-03-17 05:43:05+00","1.29002","104.03123"
"565761000","2023-03-21 00:39:20+00","1.2467","103.75158"
"563014650","2023-03-21 07:32:46+00","1.18182","103.75446"
"563014650","2023-03-22 14:52:26+00","1.30224","103.96815"
"564654000","2023-03-04 19:55:47+00","1.21567","103.80993"
"564654000","2023-03-04 21:08:26+00","1.2571","103.84123"
"563014650","2023-03-10 01:30:15+00","1.29109","103.96436"
"563014650","2023-03-22 14:43:45+00","1.30231","103.95895"
"563014650","2023-03-09 13:30:00+00","1.3002194889246177","103.95385943510163"
"563078430","2023-03-18 07:30:00+00","1.2994543328545227","104.09288663334158"
"564654000","2023-03-20 19:54:23+00","1.29156","103.76091"
"565761000","2023-03-04 14:26:14+00","1.21808","103.86729"
"563078430","2023-03-17 07:30:00+00","1.2913939714583675","104.07170467592786"
"563078430","2023-03-19 08:19:36+00","1.26995","103.91835"
"564780000","2023-03-16 14:30:00+00","1.3015750626153986","103.9502946331761"
"564654000","2023-03-20 15:57:28+00","1.20635","103.80198"
"563014650","2023-03-09 23:30:00+00","1.2671290126573556","103.95497628807381"
"352656000","2023-03-11 23:30:00+00","8.840931670501801","-79.56828611442032"
"564780000","2023-03-17 23:30:00+00","1.3017315380735952","103.95107550253351"
"232006548","2023-03-18 02:17:33+00","44.06959","9.25581"
"518998309","2023-03-15 10:16:50+00","26.55821","53.35887"
"564654000","2023-03-17 07:58:53+00","1.27045","103.87645"
"563014650","2023-03-15 11:58:53+00","1.29968","103.9549"
"352656000","2023-03-18 11:57:43+00","8.8275","-79.58227"
"352656000","2023-03-14 13:30:00+00","8.832536602647318","-79.54572937529309"
"564654000","2023-03-22 15:30:00+00","1.2570974119131255","103.84134889081903"
"563014650","2023-03-15 23:30:00+00","1.2763585197818716","103.99172859840746"
"564780000","2023-03-20 02:30:00+00","1.276227000001178","103.94915109523559"
"538008084","2023-03-16 09:14:17+00","42.51331","9.84332"
"564654000","2023-03-13 04:19:29+00","1.27728","103.93763"
"563078430","2023-03-20 16:30:00+00","1.2248110536065377","103.71695101842651"
"564654000","2023-03-05 02:31:55+00","1.29223","103.97368"
"564654000","2023-03-04 23:56:41+00","1.27422","103.95943"
"564654000","2023-03-07 05:56:18+00","1.27683","103.92137"
"565761000","2023-03-10 05:30:00+00","1.2838917002902503","103.7285151008722"
"529123000","2023-03-07 19:14:11+00","29.36233","48.97284"
"564654000","2023-03-04 17:59:23+00","1.26268","103.92352"
"564654000","2023-03-13 20:36:07+00","1.29151","103.76069"
"564654000","2023-03-08 22:23:03+00","1.20602","103.80073"
"564654000","2023-03-18 23:59:34+00","1.24192","103.897"
"564654000","2023-03-23 02:57:14+00","1.2442","103.89265"
"565761000","2023-03-13 01:09:32+00","1.28383","103.72815"
"563078430","2023-03-12 04:30:00+00","1.2564721863987933","103.78216933517898"
"564780000","2023-03-19 23:46:26+00","1.28006","103.95014"
"564780000","2023-03-11 17:20:00+00","1.26305","103.90405"
"564780000","2023-03-22 07:53:05+00","1.29825","103.94547"
"564654000","2023-03-06 10:27:38+00","1.22783","103.89432"
"563014650","2023-03-17 05:00:34+00","1.27319","103.92961"
"538008084","2023-03-16 17:41:34+00","43.4533","10.251"
"563078430","2023-03-11 07:06:18+00","1.20395","103.84422"
"565761000","2023-03-07 18:14:22+00","1.21338","103.85627"
"232006548","2023-03-16 04:30:00+00","44.05398443501533","8.988302593663773"
"564654000","2023-03-17 20:30:00+00","1.2572191549258604","103.8412916901483"
"564654000","2023-03-17 09:18:33+00","1.22427","103.88721"
"563078430","2023-03-21 11:06:36+00","1.26462","103.74647"
"564654000","2023-03-11 03:59:35+00","1.22947","103.90163"
"538008084","2023-03-18 06:30:00+00","43.55963857727534","10.294036067049197"
"565761000","2023-03-08 09:24:41+00","1.26931","103.90255"
"538008084","2023-03-20 14:46:12+00","43.38744","10.0534"
"565761000","2023-03-20 06:20:03+00","1.21407","103.79634"
"564654000","2023-03-07 20:34:35+00","1.27406","103.89363"
"565761000","2023-03-12 02:41:33+00","1.21068","103.83091"
"564654000","2023-03-07 04:11:13+00","1.23303","103.82355"
"564654000","2023-03-08 10:33:20+00","1.22775","103.89573"
"564654000","2023-03-07 19:39:40+00","1.24627","103.90681"
"564654000","2023-03-18 08:17:48+00","1.26255","103.89367"
"565761000","2023-03-17 00:30:00+00","1.2232053798916238","103.71876048235195"
"564654000","2023-03-14 00:09:25+00","1.24275","103.88737"
"563078430","2023-03-11 22:22:32+00","1.22543","103.70677"
"564654000","2023-03-13 20:15:41+00","1.29041","103.73902"
"564654000","2023-03-19 09:34:30+00","1.23925","103.792"
"563078430","2023-03-05 17:30:00+00","1.2933961526324511","103.95448492073395"
"538008064","2023-03-20 14:21:07+00","9.23","-79.92317"
"564780000","2023-03-22 17:30:00+00","1.2979912031743945","103.94510029024285"
"564654000","2023-03-11 14:55:42+00","1.29015","104.00622"
"564654000","2023-03-16 01:34:53+00","1.27888","103.93343"
"564780000","2023-03-13 10:47:09+00","1.27197","103.93824"
"565761000","2023-03-14 19:30:00+00","1.2253300655046997","103.72632258436114"
"563078430","2023-03-14 03:16:57+00","1.23988","103.91522"
"538008084","2023-03-19 17:30:00+00","43.55961372769485","10.294046272305648"
"565761000","2023-03-16 04:15:07+00","1.24425","103.78382"
"565761000","2023-03-07 05:58:48+00","1.26244","103.87543"
"564654000","2023-03-17 04:49:54+00","1.2509","103.93998"
"529123000","2023-03-08 09:20:15+00","27.84283","50.93593"
"529123000","2023-03-08 11:20:34+00","27.61696","51.13837"
"564654000","2023-03-19 13:52:08+00","1.17202","103.75907"
"563078430","2023-03-19 14:30:00+00","1.2471438388101312","103.5272928447264"
"529123000","2023-03-09 09:03:16+00","26.19698","54.43673"
"564654000","2023-03-14 06:04:07+00","1.25723","103.84128"
"564654000","2023-03-20 01:24:56+00","1.25863","103.9393"
"518998309","2023-03-19 02:05:25+00","30.0105","49.03866"
"564654000","2023-03-08 15:43:57+00","1.25143","103.84977"
"529123000","2023-03-15 08:23:23+00","28.0865","50.6955"
"232345740","2023-03-21 21:30:00+00","44.12943560291816","9.17208561004207"
"563078430","2023-03-19 10:59:11+00","1.20021","103.62087"
"564654000","2023-03-12 12:40:15+00","1.25712","103.84128"
"564654000","2023-03-15 19:55:02+00","1.2387","103.75086"
"352656000","2023-03-06 19:30:00+00","8.813611025497734","-79.61010344546658"
"564654000","2023-03-11 03:14:32+00","1.25707","103.84107"
"563078430","2023-03-20 08:59:02+00","1.20366","103.65943"
"564654000","2023-03-19 08:37:41+00","1.18862","103.79692"
"518998309","2023-03-18 22:10:47+00","30.44533","49.16484"
"564654000","2023-03-20 16:05:10+00","1.20763","103.81415"
"564654000","2023-03-04 18:26:11+00","1.24568","103.84742"
"232006548","2023-03-18 07:30:00+00","44.06290273173901","9.274797471288009"
"232345740","2023-03-17 22:30:00+00","44.06823882656926","9.232488592907526"
"564654000","2023-03-11 22:13:23+00","1.26247","103.87373"
"529123000","2023-03-13 21:22:16+00","26.35083","56.74"
"564654000","2023-03-17 00:11:09+00","1.25958","103.87112"
"564654000","2023-03-11 19:03:41+00","1.2572","103.84135"
"565761000","2023-03-10 10:46:27+00","1.25178","103.78293"
"538008084","2023-03-20 07:30:00+00","43.55965759979505","10.294022533260208"
"563078430","2023-03-15 10:49:54+00","1.19087","103.74686"
"564654000","2023-03-04 19:44:24+00","1.2344","103.84775"
"538008084","2023-03-18 07:30:00+00","43.5596424796086","10.294033140299195"
"564654000","2023-03-13 15:09:30+00","1.20841","103.7971"
"563014650","2023-03-13 12:44:44+00","1.29071","103.93783"
"564654000","2023-03-14 07:23:08+00","1.26543","103.88025"
"563014650","2023-03-15 03:59:13+00","1.28591","103.96286"
"564654000","2023-03-19 00:42:57+00","1.2265","103.81797"
"563014650","2023-03-06 07:04:43+00","1.2948","103.93675"
"565761000","2023-03-16 13:27:45+00","1.15466","103.74288"
"564654000","2023-03-20 18:02:13+00","1.29153","103.76096"
"564780000","2023-03-10 14:14:20+00","1.24063","103.78131"
"564654000","2023-03-11 03:47:01+00","1.22315","103.8935"
"563014650","2023-03-17 11:30:00+00","1.2905920412049987","103.9655032791953"
"538008064","2023-03-18 08:30:00+00","8.832359671999578","-79.5465"
"565761000","2023-03-16 13:26:29+00","1.15707","103.74586"
"564654000","2023-03-12 08:25:11+00","1.2371","103.87913"
"564654000","2023-03-11 19:26:19+00","1.26965","103.9132"
"564654000","2023-03-11 04:54:16+00","1.26822","103.88638"
"564654000","2023-03-23 00:52:54+00","1.27777","103.92944"
"563078430","2023-03-06 07:05:36+00","1.23707","103.77601"
"563078430","2023-03-20 08:20:21+00","1.21535","103.57803"
"563078430","2023-03-05 01:34:06+00","1.27139","103.96858"
"529123000","2023-03-17 03:30:00+00","29.680330000000012","48.81167"
"352002300","2023-03-14 09:56:16+00","1.18088","103.65206"
"564654000","2023-03-19 08:19:14+00","1.18032","103.77617"
"564654000","2023-03-06 07:38:01+00","1.18678","103.81828"
"563014650","2023-03-07 03:23:24+00","1.26731","103.90927"
"565761000","2023-03-22 08:16:48+00","1.22531","103.71548"
"564654000","2023-03-04 22:20:02+00","1.25613","103.87985"
"565761000","2023-03-13 23:43:26+00","1.19765","103.73987"
"565761000","2023-03-17 04:30:00+00","1.2394075588873064","103.7298851017839"
"564654000","2023-03-08 01:00:36+00","1.25707","103.84122"
"352656000","2023-03-07 22:38:29+00","8.821","-79.53326"
"538008064","2023-03-19 03:30:00+00","8.832576713307095","-79.54646519140637"
"564780000","2023-03-07 07:50:29+00","1.23353","103.87866"
"564654000","2023-03-14 10:12:09+00","1.2283","103.90645"
"352656000","2023-03-14 03:30:00+00","8.832204306413104","-79.54564866552624"
"564654000","2023-03-20 10:27:45+00","1.24849","103.85539"
"564654000","2023-03-08 11:06:52+00","1.237","103.85672"
"564654000","2023-03-15 18:30:00+00","1.2388409977565955","103.71755966989139"
"563078430","2023-03-17 11:30:00+00","1.2913147353386611","104.0740511685838"
"565761000","2023-03-14 14:35:13+00","1.24209","103.80626"
"564780000","2023-03-20 10:30:00+00","1.3013101554559137","103.94889254681823"
"564780000","2023-03-14 19:30:00+00","1.3024881341433665","104.00115457722328"
"564654000","2023-03-10 15:03:49+00","1.25718","103.8417"
"352656000","2023-03-08 16:38:15+00","8.87304","-79.53602"
"529123000","2023-03-08 13:24:45+00","27.48479","51.43301"
"564654000","2023-03-09 17:33:09+00","1.23848","103.89892"
"563014650","2023-03-22 14:35:26+00","1.30151","103.95064"
"529123000","2023-03-05 17:01:12+00","29.483","48.917"
"564654000","2023-03-13 10:26:18+00","1.2571","103.84186"
"563014650","2023-03-06 21:09:55+00","1.28765","103.95481"
"563014650","2023-03-08 15:43:34+00","1.3007","103.95873"
"564654000","2023-03-07 06:04:55+00","1.28148","103.93622"
"563014650","2023-03-22 12:54:17+00","1.29549","103.93628"
"564654000","2023-03-09 04:54:08+00","1.25747","103.8429"
"565761000","2023-03-10 11:28:47+00","1.23911","103.71646"
"565761000","2023-03-15 22:30:00+00","1.2255267232629283","103.72487044589084"
"564654000","2023-03-09 12:13:28+00","1.2631","103.88078"
"564654000","2023-03-07 03:31:33+00","1.23237","103.80397"
"564654000","2023-03-20 00:08:32+00","1.24392","103.95357"
"564654000","2023-03-08 18:05:08+00","1.20845","103.80407"
"563014650","2023-03-05 01:03:15+00","1.29768","103.93823"
"232345740","2023-03-14 21:24:33+00","44.02602","8.9567"
"565761000","2023-03-22 00:07:12+00","1.2209","103.79383"
"564654000","2023-03-08 12:58:42+00","1.28873","103.94738"
"563014650","2023-03-21 08:16:37+00","1.15973","103.73317"
"565761000","2023-03-06 11:30:00+00","1.2288618793685566","103.71003221313818"
"563014650","2023-03-09 21:59:45+00","1.26836","103.95446"
"352656000","2023-03-21 14:30:00+00","8.825518662701665","-79.56061155646128"
"565761000","2023-03-12 18:12:35+00","1.20679","103.82501"
"564654000","2023-03-22 04:42:49+00","1.26558","103.90217"
"564654000","2023-03-12 03:19:49+00","1.25518","103.88713"
"232345740","2023-03-21 08:57:28+00","44.11532","9.16662"
"563014650","2023-03-22 14:39:56+00","1.30281","103.95456"
"538008064","2023-03-19 18:04:23+00","8.8325","-79.5465"
"352002300","2023-03-04 17:31:36+00","35.40476","121.19849"
"538008084","2023-03-17 06:10:38+00","43.51261","10.2562"
"564654000","2023-03-08 03:55:27+00","1.25532","103.91093"
"564780000","2023-03-19 22:30:00+00","1.2986300000055317","103.97567729529246"
"563014650","2023-03-05 06:28:04+00","1.29986","103.95072"
"565761000","2023-03-04 13:53:33+00","1.20214","103.83872"
"565761000","2023-03-16 00:28:38+00","1.25729","103.76418"
"564654000","2023-03-08 19:22:54+00","1.25973","103.77327"
"563014650","2023-03-16 12:40:23+00","1.19895","103.73975"
"529123000","2023-03-22 04:49:43+00","27.08","52.23883"
"563014650","2023-03-08 20:59:15+00","1.30006","103.95371"
"529123000","2023-03-21 14:40:07+00","28.7365","50.03817"
"564654000","2023-03-09 03:46:23+00","1.26188","103.80908"
"352656000","2023-03-11 22:30:00+00","8.840918606511375","-79.56827479229865"
"563014650","2023-03-21 20:00:06+00","1.26163","103.9099"
"565761000","2023-03-11 05:30:00+00","1.2837239746451206","103.72782"
"564654000","2023-03-13 07:11:02+00","1.20058","103.81347"
"564654000","2023-03-20 22:20:42+00","1.19954","103.80757"
"564654000","2023-03-19 18:03:50+00","1.20856","103.79851"
"529123000","2023-03-08 13:53:24+00","27.45434","51.49409"
"564654000","2023-03-19 18:38:03+00","1.23226","103.81933"
"563014650","2023-03-18 16:23:05+00","1.18413","103.79317"
"352656000","2023-03-12 01:30:00+00","8.840957798481599","-79.56830875866606"
"563014650","2023-03-19 02:31:34+00","1.1617","103.73163"
"352656000","2023-03-22 13:30:00+00","8.825209300437999","-79.5598195331027"
"565761000","2023-03-11 21:30:00+00","1.2474078181825128","103.86686599999709"
"564780000","2023-03-10 11:45:20+00","1.30152","103.94934"
"565761000","2023-03-07 23:19:41+00","1.24177","103.72666"
"564654000","2023-03-04 21:57:46+00","1.25663","103.84638"
"564654000","2023-03-10 11:12:08+00","1.25711","103.84132"
"563014650","2023-03-11 02:35:14+00","1.29903","103.94969"
"529123000","2023-03-20 05:30:00+00","29.680330000000012","48.81167"
"565761000","2023-03-21 22:30:00+00","1.1944256968701552","103.7536600546317"
"564654000","2023-03-17 00:00:13+00","1.25722","103.84164"
"565761000","2023-03-15 04:23:54+00","1.28414","103.72859"
"564780000","2023-03-06 19:11:30+00","1.29726","104.00303"
"564654000","2023-03-05 14:40:46+00","1.2045","103.7923"
"564654000","2023-03-09 03:32:23+00","1.19905","103.80252"
"564780000","2023-03-13 14:30:00+00","1.2974370373139796","103.943613277715"
"565761000","2023-03-10 00:33:28+00","1.27021","103.90562"
"875832716","2023-03-15 01:30:00+00","44.02098298681973","8.953500496569466"
"564654000","2023-03-21 00:31:15+00","1.22415","103.88273"
"518998309","2023-03-15 02:29:48+00","26.30851","55.02463"
"529123000","2023-03-22 14:30:00+00","26.43145199060823","53.58686967619599"
"564654000","2023-03-22 08:17:09+00","1.24272","103.86388"
"564654000","2023-03-04 18:11:53+00","1.26565","103.87253"
"563014650","2023-03-16 12:10:19+00","1.18349","103.78814"
"564654000","2023-03-05 05:44:41+00","1.23995","103.89485"
"565761000","2023-03-10 19:30:00+00","1.2256553390048364","103.72570440333264"
"564654000","2023-03-10 19:09:11+00","1.28085","103.91392"
"564780000","2023-03-05 09:30:00+00","1.2976359726012854","103.94723875063484"
"564654000","2023-03-16 11:16:54+00","1.21821","103.86936"
"564654000","2023-03-10 22:36:14+00","1.26433","103.97257"
"564654000","2023-03-14 23:38:23+00","1.25717","103.8413"
"564654000","2023-03-07 05:26:36+00","1.2359","103.89223"
"565761000","2023-03-05 04:19:18+00","1.28348","103.72886"
"529123000","2023-03-21 06:15:36+00","29.667","48.83883"
"352656000","2023-03-10 11:30:00+00","8.822681655787674","-79.55742834421258"
"564780000","2023-03-23 01:30:00+00","1.2983295744052192","103.94470552743732"
"563014650","2023-03-19 01:33:25+00","1.20317","103.74014"
"564780000","2023-03-09 13:30:00+00","1.3003586912752758","103.95159130872504"
"564654000","2023-03-09 07:12:21+00","1.26943","103.88423"
"563078430","2023-03-07 06:30:00+00","1.265334931453009","103.46689110420168"
"565761000","2023-03-10 00:23:29+00","1.28533","103.92319"
